"batch_id","lesson_number","lesson_id","lesson_title","segment_id","segment_type","row_kind","planned_audio_filename","planned_audio_asset_path","target_duration_sec","repeatability","workflow_status","delivery_note","spoken_script","script_text_ar","script_text_support","recorder_notes","qc_notes"
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_001","opening","NARRATION_SEGMENT","l01_ord_001_normal.mp3","lesson_01/voiceover/l01_ord_001_normal.mp3","3","ONE_PASS","TO_RECORD","Short open. Calm lift on the first words, then a clean stop.","Arabic Starts Here","","Arabic Starts Here","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_002","opening","NARRATION_SEGMENT","l01_ord_002_normal.mp3","lesson_01/voiceover/l01_ord_002_normal.mp3","7","ONE_PASS","TO_RECORD","Steady overview line. Keep the English flowing and slow slightly around Arabic inserts.","You can find where Arabic starts on كتاب and keep one real meaning anchor attached: book.","كتاب","You can find where Arabic starts on كتاب and keep one real meaning anchor attached: book.","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_003","opening","NARRATION_SEGMENT","l01_ord_003_normal.mp3","lesson_01/voiceover/l01_ord_003_normal.mp3","7","ONE_PASS","TO_RECORD","Steady overview line. Keep it calm, clear, and lightly encouraging.","Enter Arabic through one supported real word by following it from right to left and linking it to one meaning anchor.","","Enter Arabic through one supported real word by following it from right to left and linking it to one meaning anchor.","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_004","section_header","NARRATION_SEGMENT","l01_ord_004_normal.mp3","lesson_01/voiceover/l01_ord_004_normal.mp3","3","ONE_PASS","TO_RECORD","Short open. Calm lift on the first words, then a clean stop.","Lesson Goal","","Lesson Goal","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_005","teaching_narration","NARRATION_SEGMENT","l01_ord_005_normal.mp3","lesson_01/voiceover/l01_ord_005_normal.mp3","6","ONE_PASS","TO_RECORD","Teaching line. Warm, calm, and conversational with one clear sentence boundary.","Enter Arabic through one real word. You only need to notice where Arabic starts and keep one meaning anchor attached.","","Enter Arabic through one real word. You only need to notice where Arabic starts and keep one meaning anchor attached.","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_006","section_header","NARRATION_SEGMENT","l01_ord_006_normal.mp3","lesson_01/voiceover/l01_ord_006_normal.mp3","3","ONE_PASS","TO_RECORD","Short open. Calm lift on the first words, then a clean stop.","First Arabic Anchor","","First Arabic Anchor","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_007","teaching_narration","NARRATION_SEGMENT","l01_ord_007_normal.mp3","lesson_01/voiceover/l01_ord_007_normal.mp3","7","ONE_PASS","TO_RECORD","Teaching line. Warm, calm, and conversational with one clear sentence boundary.","Use one real Arabic word to enter the script. You do not need every letter yet. Just follow the whole word from the right and connect it to book.","","Use one real Arabic word to enter the script. You do not need every letter yet. Just follow the whole word from the right and connect it to book.","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_008","section_header","NARRATION_SEGMENT","l01_ord_008_normal.mp3","lesson_01/voiceover/l01_ord_008_normal.mp3","3","ONE_PASS","TO_RECORD","Short open. Calm lift on the first words, then a clean stop.","Beginner Support Is Allowed","","Beginner Support Is Allowed","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_009","teaching_narration","NARRATION_SEGMENT","l01_ord_009_normal.mp3","lesson_01/voiceover/l01_ord_009_normal.mp3","7","ONE_PASS","TO_RECORD","Teaching line. Warm, calm, and conversational with one clear sentence boundary.","You do not need to decode every letter yet. The whole word, audio, and meaning cue are all allowed supports for your first Arabic step.","","You do not need to decode every letter yet. The whole word, audio, and meaning cue are all allowed supports for your first Arabic step.","",""
"BATCH_A","01","V2-A1-01-PREVIEW","Arabic Starts Here","L01_SEG_010","section_header","NARRATION_SEGMENT","l01_ord_010_normal.mp3","lesson_01/voiceover/l01_ord_010_normal.mp3","3","ONE_PASS","TO_RECORD","Short open. Calm lift on the first words, then a clean stop.","Watch The Entry Move","","Watch The Entry Move","",""
