"batch_id","lesson_number","lesson_id","lesson_title","segment_id","segment_type","planned_audio_filename","planned_audio_asset_path","human_master_filename_example","human_import_filename_example","human_retake_filename_example","workflow_status"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_001","opening","l06_ord_001_normal.mp3","lesson_06/voiceover/l06_ord_001_normal.mp3","l06_ord_001_normal__human__20260321-batch-b.wav","l06_ord_001_normal__human__20260321-batch-b.mp3","l06_ord_001_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_002","opening","l06_ord_002_normal.mp3","lesson_06/voiceover/l06_ord_002_normal.mp3","l06_ord_002_normal__human__20260321-batch-b.wav","l06_ord_002_normal__human__20260321-batch-b.mp3","l06_ord_002_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_003","opening","l06_ord_003_normal.mp3","lesson_06/voiceover/l06_ord_003_normal.mp3","l06_ord_003_normal__human__20260321-batch-b.wav","l06_ord_003_normal__human__20260321-batch-b.mp3","l06_ord_003_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_004","section_header","l06_ord_004_normal.mp3","lesson_06/voiceover/l06_ord_004_normal.mp3","l06_ord_004_normal__human__20260321-batch-b.wav","l06_ord_004_normal__human__20260321-batch-b.mp3","l06_ord_004_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_005","teaching_narration","l06_ord_005_normal.mp3","lesson_06/voiceover/l06_ord_005_normal.mp3","l06_ord_005_normal__human__20260321-batch-b.wav","l06_ord_005_normal__human__20260321-batch-b.mp3","l06_ord_005_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_006","section_header","l06_ord_006_normal.mp3","lesson_06/voiceover/l06_ord_006_normal.mp3","l06_ord_006_normal__human__20260321-batch-b.wav","l06_ord_006_normal__human__20260321-batch-b.mp3","l06_ord_006_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_007","teaching_narration","l06_ord_007_normal.mp3","lesson_06/voiceover/l06_ord_007_normal.mp3","l06_ord_007_normal__human__20260321-batch-b.wav","l06_ord_007_normal__human__20260321-batch-b.mp3","l06_ord_007_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_008","section_header","l06_ord_008_normal.mp3","lesson_06/voiceover/l06_ord_008_normal.mp3","l06_ord_008_normal__human__20260321-batch-b.wav","l06_ord_008_normal__human__20260321-batch-b.mp3","l06_ord_008_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_009","teaching_narration","l06_ord_009_normal.mp3","lesson_06/voiceover/l06_ord_009_normal.mp3","l06_ord_009_normal__human__20260321-batch-b.wav","l06_ord_009_normal__human__20260321-batch-b.mp3","l06_ord_009_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_010","section_header","l06_ord_010_normal.mp3","lesson_06/voiceover/l06_ord_010_normal.mp3","l06_ord_010_normal__human__20260321-batch-b.wav","l06_ord_010_normal__human__20260321-batch-b.mp3","l06_ord_010_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_011","teaching_narration","l06_ord_011_normal.mp3","lesson_06/voiceover/l06_ord_011_normal.mp3","l06_ord_011_normal__human__20260321-batch-b.wav","l06_ord_011_normal__human__20260321-batch-b.mp3","l06_ord_011_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_012","instruction_prompt","l06_ord_012_normal.mp3","lesson_06/voiceover/l06_ord_012_normal.mp3","l06_ord_012_normal__human__20260321-batch-b.wav","l06_ord_012_normal__human__20260321-batch-b.mp3","l06_ord_012_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_013","instruction_prompt","l06_ord_013_normal.mp3","lesson_06/voiceover/l06_ord_013_normal.mp3","l06_ord_013_normal__human__20260321-batch-b.wav","l06_ord_013_normal__human__20260321-batch-b.mp3","l06_ord_013_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_014","instruction_prompt","l06_ord_014_normal.mp3","lesson_06/voiceover/l06_ord_014_normal.mp3","l06_ord_014_normal__human__20260321-batch-b.wav","l06_ord_014_normal__human__20260321-batch-b.mp3","l06_ord_014_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_015","instruction_prompt","l06_ord_015_normal.mp3","lesson_06/voiceover/l06_ord_015_normal.mp3","l06_ord_015_normal__human__20260321-batch-b.wav","l06_ord_015_normal__human__20260321-batch-b.mp3","l06_ord_015_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_016","instruction_prompt","l06_ord_016_normal.mp3","lesson_06/voiceover/l06_ord_016_normal.mp3","l06_ord_016_normal__human__20260321-batch-b.wav","l06_ord_016_normal__human__20260321-batch-b.mp3","l06_ord_016_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_017","instruction_prompt","l06_ord_017_normal.mp3","lesson_06/voiceover/l06_ord_017_normal.mp3","l06_ord_017_normal__human__20260321-batch-b.wav","l06_ord_017_normal__human__20260321-batch-b.mp3","l06_ord_017_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_AR_001","short_phrase","l06_ar_001_normal.mp3","lesson_06/voiceover/l06_ar_001_normal.mp3","l06_ar_001_normal__human__20260321-batch-b.wav","l06_ar_001_normal__human__20260321-batch-b.mp3","l06_ar_001_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_AR_002","short_phrase","l06_ar_002_normal.mp3","lesson_06/voiceover/l06_ar_002_normal.mp3","l06_ar_002_normal__human__20260321-batch-b.wav","l06_ar_002_normal__human__20260321-batch-b.mp3","l06_ar_002_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
"BATCH_B","06","lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_AR_003","list","l06_ar_003_normal.mp3","lesson_06/voiceover/l06_ar_003_normal.mp3","l06_ar_003_normal__human__20260321-batch-b.wav","l06_ar_003_normal__human__20260321-batch-b.mp3","l06_ar_003_normal__human__20260321-batch-b-retake01.wav","TO_RECORD"
